,0
55,"('  ', 'TESTE0000001126', 'PNEU                          ', 'MC', '                           ', 'CX', '01', '0002', 0.0, 0.0, '          ', '  ', '   ', '   ', 0.0, '         ', '001', '   ', 0.0, 0.0, ' ', '                    ', 'UN', 12.0, 'M', '               ', 0.0, 0.0, 0.0, 0.0, '        ', 0.0, '1', '        ', 0.0, 0.0, '   ', '   ', 0.0, ' ', 0.0, 0.0, '                    ', 0.0, '         ', '         ', ' ', '      ', 0.0, '    ', ' ', 'N', ' ', '  ', ' ', 'N', '20190530', '20190530', ' ', 0.0, ' ', 0.0, '        ', '      ', 'S', 0.0, 0.0, 0.0, '        ', ' ', ' ', '               ', ' ', '   ', '          ', 'N', '  ', '      ', 'N', '      ', '      ', 0.0, 'N', '2', '                                                                                ', '      ', '  ', '                    ', '               ', '  ', ' ', '   ', '               ', 'M', 'N', '2', '      ', ' ', 'N', '              ', '                                                            ', 0.0, 0.0, '   ', 'N', '                              ', '                                                                                ', '                    ', 0.0, '       ', 0.0, '        ', '   ', '  ', '   ', 0.0, 0.0, '        ', 0.0, 0.0, 0.0, 0.0, 0.0, '1', '1', '2', 0.0, 0.0, '0', '                    ', 0.0, 0.0, '          ', '                                                  ', '                    ', '   ', '                                        ', '         ', 'S', 0.0, 0.0, '      ', 0.0, 0.0, 0.0, 0.0, '   ', '      ', '      ', '               ', '      ', '      ', '      ', '      ', '2', 0.0, 0.0, 0.0, ' ', ' ', 0.0, '    ', '1', ' ', ' ', '   ', '    ', 0.0, 0.0, '2', '        ', '         ', '      ', 0.0, '      ', 0.0, 'P', 0.0, ' ', '             ', '2', ' ', '      ', 0.0, ' ', '  ', '        ', '      ', None, '3', '0', '          ', '         ', 0.0, 0.0, ' ', '        ', 0.0, '  ', '        ', 0.0, ' ', '  ', ' ', 0.0, 0.0, ' ', ' 0#  0@  00‡ 00d ', ' 0#  0@  00‡ 00} ', '        ', '           ', '  ', 0.0, '                         ', 0.0, 0.0, '2', '2', '2', '         ', 0.0, 0.0, '2', 0.0, '          ', '               ', ' ', 'N', '               ', ' ', 0.0, '              ', '      ', '          ', 0.0, 0.0, 0.0, ' ', 0.0, ' ', 0.0, ' ', 0.0, ' ', 0.0, ' ', ' ', '        ', '                                ', ' ', ' ', ' ', ' ', ' ', ' ', '               ', '                                                            ', '              ', '                    ', 0.0, ' ', '  ', 0.0, 'S', '      ', ' ', '                    ', '  ', '2', '      ', 0.0, ' ', 0.0, ' ', 56, 0, '1', 0.0, '               ', 0.0, '  ', 0.0, 0.0, '       ', '   ', '    ', ' ', '   ', '   ')"
56,"('  ', 'TESTE0000001127', 'PNEU                          ', 'MC', '                           ', 'UN', '01', '0002', 0.0, 0.0, '          ', '  ', '   ', '   ', 0.0, '         ', '001', '   ', 0.0, 0.0, ' ', '                    ', '  ', 0.0, 'M', '               ', 0.0, 0.0, 0.0, 0.0, '        ', 0.0, '1', '        ', 0.0, 0.0, '   ', '   ', 0.0, ' ', 0.0, 0.0, '                    ', 0.0, '         ', '         ', ' ', '      ', 0.0, '    ', ' ', 'N', ' ', '  ', ' ', 'N', '20190530', '20190530', ' ', 0.0, ' ', 0.0, '        ', '      ', 'S', 0.0, 0.0, 0.0, '        ', ' ', ' ', '               ', ' ', '   ', '          ', 'N', '  ', '      ', 'N', '      ', '      ', 0.0, 'N', '2', '                                                                                ', '      ', '  ', '                    ', '               ', '  ', ' ', '   ', '               ', 'M', 'N', '2', '      ', ' ', 'N', '              ', '                                                            ', 0.0, 0.0, '   ', 'N', '                              ', '                                                                                ', '                    ', 0.0, '       ', 0.0, '        ', '   ', '  ', '   ', 0.0, 0.0, '        ', 0.0, 0.0, 0.0, 0.0, 0.0, '1', '1', '2', 0.0, 0.0, '0', '                    ', 0.0, 0.0, '          ', '                                                  ', '                    ', '   ', '                                        ', '         ', 'S', 0.0, 0.0, '      ', 0.0, 0.0, 0.0, 0.0, '   ', '      ', '      ', '               ', '      ', '      ', '      ', '      ', '2', 0.0, 0.0, 0.0, ' ', ' ', 0.0, '    ', '1', ' ', ' ', '   ', '    ', 0.0, 0.0, '2', '        ', '         ', '      ', 0.0, '      ', 0.0, 'P', 0.0, ' ', '             ', '2', ' ', '      ', 0.0, ' ', '  ', '        ', '      ', None, '3', '0', '          ', '         ', 0.0, 0.0, ' ', '        ', 0.0, '  ', '        ', 0.0, ' ', '  ', ' ', 0.0, 0.0, ' ', ' 0#  0@  10‡ 10d ', '                 ', '        ', '           ', '  ', 0.0, '                         ', 0.0, 0.0, '2', '2', '2', '         ', 0.0, 0.0, '2', 0.0, '          ', '               ', ' ', 'N', '               ', ' ', 0.0, '              ', '      ', '          ', 0.0, 0.0, 0.0, ' ', 0.0, ' ', 0.0, ' ', 0.0, ' ', 0.0, ' ', ' ', '        ', '                                ', ' ', ' ', ' ', ' ', ' ', ' ', '               ', '                                                            ', '              ', '                    ', 0.0, ' ', '  ', 0.0, 'S', '      ', ' ', '                    ', '  ', '2', '      ', 0.0, ' ', 0.0, ' ', 57, 0, '1', 0.0, '               ', 0.0, '  ', 0.0, 0.0, '       ', '   ', '    ', ' ', '   ', '   ')"
57,"('  ', 'TESTE0000001128', 'SERVICO COM RED ISS           ', 'SV', '                           ', 'UN', '01', '0011', 0.0, 0.0, '00000000  ', '  ', '   ', '   ', 5.0, '2001     ', '   ', '505', 0.0, 0.0, ' ', '                    ', '  ', 0.0, 'M', '               ', 0.0, 0.0, 0.0, 0.0, '        ', 0.0, '1', '        ', 0.0, 0.0, '   ', '   ', 0.0, ' ', 0.0, 0.0, '                    ', 0.0, '         ', '         ', ' ', '      ', 0.0, '    ', ' ', 'N', ' ', '  ', ' ', 'N', '20190605', '20190605', ' ', 0.0, ' ', 0.0, '        ', '      ', 'S', 0.0, 0.0, 0.0, '        ', ' ', ' ', '               ', ' ', '   ', '          ', 'N', '  ', '      ', 'N', '      ', '      ', 0.0, 'N', '2', '                                                                                ', '      ', '  ', '                    ', '               ', '  ', ' ', '   ', '               ', 'M', 'N', '2', '      ', ' ', 'N', '              ', '                                                            ', 0.0, 0.0, '   ', 'N', '                              ', '                                                                                ', '                    ', 0.0, '       ', 0.0, '        ', '   ', '  ', '   ', 0.0, 0.0, '        ', 0.0, 0.0, 0.0, 0.0, 0.0, '1', '1', '2', 0.0, 0.0, '0', '                    ', 0.0, 0.0, '          ', '                                                  ', '                    ', '   ', '                                        ', '         ', 'S', 0.0, 0.0, '      ', 0.0, 0.0, 0.0, 0.0, '   ', '      ', '      ', '               ', '      ', '      ', '      ', '      ', '2', 0.0, 0.0, 0.0, ' ', ' ', 0.0, '    ', '1', ' ', ' ', '   ', '    ', 0.0, 0.0, '2', '        ', '         ', '      ', 0.0, '      ', 0.0, 'P', 0.0, ' ', '             ', '2', ' ', '      ', 0.0, ' ', '  ', '        ', '      ', None, '3', '0', '          ', '         ', 0.0, 0.0, ' ', '        ', 0.0, '  ', '        ', 0.0, ' ', '  ', ' ', 0.0, 0.0, ' ', ' 0#  0@  00‡ 00j ', '                 ', '        ', '           ', '  ', 0.0, '                         ', 0.0, 0.0, '2', '2', '2', '         ', 0.0, 0.0, '2', 0.0, '          ', '               ', ' ', 'N', '               ', ' ', 0.0, '              ', '      ', '          ', 0.0, 0.0, 0.0, ' ', 0.0, ' ', 0.0, ' ', 0.0, ' ', 0.0, ' ', ' ', '        ', '                                ', ' ', ' ', ' ', ' ', ' ', ' ', '               ', '                                                            ', '              ', '                    ', 0.0, ' ', '  ', 0.0, 'S', '      ', ' ', '                    ', '  ', '2', '      ', 0.0, ' ', 0.0, ' ', 58, 0, '1', 0.0, '               ', 0.0, '  ', 0.0, 0.0, '       ', '   ', '    ', ' ', '   ', '   ')"
58,"('  ', 'TESTE0000001129', 'NOTEBOOK ACER                 ', 'PA', '                           ', 'PC', '01', '0008', 0.0, 0.0, '          ', '  ', '   ', '   ', 0.0, '         ', '001', '   ', 0.0, 0.0, ' ', '                    ', '  ', 0.0, 'M', '               ', 0.0, 0.0, 10.0, 0.0, '        ', 0.0, '1', '        ', 0.0, 5.0, '   ', '   ', 10.0, 'D', 0.0, 0.0, '                    ', 0.0, '         ', '         ', ' ', '      ', 1.0, '    ', ' ', 'N', ' ', '  ', ' ', 'N', '20190605', '20190605', ' ', 0.0, ' ', 0.0, '        ', '      ', 'S', 0.0, 0.0, 0.0, '        ', ' ', ' ', '               ', ' ', '   ', '          ', 'N', '  ', '      ', 'N', '      ', '      ', 0.0, 'N', '2', '                                                                                ', '      ', '  ', '                    ', '               ', '  ', ' ', '   ', '               ', 'M', 'N', '2', '      ', ' ', 'N', '              ', '                                                            ', 0.0, 0.0, '   ', 'N', '                              ', '                                                                                ', '                    ', 0.0, '       ', 0.0, '        ', '   ', '  ', '   ', 0.0, 0.0, '        ', 0.0, 0.0, 0.0, 0.0, 0.0, '1', '1', '2', 0.0, 0.0, '0', '                    ', 0.0, 0.0, '          ', '                                                  ', '                    ', '   ', '                                        ', '         ', 'S', 0.0, 0.0, '      ', 0.0, 0.0, 0.0, 0.0, '   ', '      ', '      ', '               ', '      ', '      ', '      ', '      ', '2', 0.0, 0.0, 0.0, ' ', ' ', 0.0, '    ', '1', ' ', ' ', '   ', '    ', 0.0, 0.0, '2', '        ', '         ', '      ', 0.0, '      ', 0.0, 'P', 0.0, ' ', '             ', '2', ' ', '      ', 0.0, ' ', '  ', '        ', '      ', None, '3', '0', '          ', '         ', 0.0, 0.0, ' ', '        ', 0.0, '  ', '        ', 0.0, ' ', '  ', ' ', 0.0, 0.0, ' ', ' 0#  0@  00‡ 00l ', ' 0#  0@  00‡ 00l ', '        ', '           ', '  ', 0.0, '                         ', 0.0, 0.0, '2', '2', '2', '         ', 0.0, 0.0, '2', 0.0, '          ', '               ', ' ', 'N', '               ', ' ', 0.0, '              ', '      ', '          ', 0.0, 0.0, 0.0, ' ', 0.0, ' ', 0.0, ' ', 0.0, ' ', 0.0, ' ', ' ', '        ', '                                ', ' ', ' ', ' ', ' ', ' ', ' ', '               ', '                                                            ', '              ', '                    ', 0.0, ' ', '  ', 0.0, 'S', '      ', ' ', '                    ', '  ', '2', '      ', 0.0, ' ', 0.0, ' ', 59, 0, '1', 0.0, '               ', 0.0, '  ', 0.0, 0.0, '       ', '   ', '    ', ' ', '   ', '   ')"
59,"('  ', 'TESTE000000112A', 'BABINETE                      ', 'PI', '                           ', 'PC', '01', '0008', 0.0, 0.0, '          ', '  ', '   ', '   ', 0.0, '         ', '001', '   ', 0.0, 0.0, ' ', '                    ', '  ', 0.0, 'M', '               ', 0.0, 0.0, 0.0, 0.0, '        ', 0.0, '1', '        ', 0.0, 0.0, '   ', '   ', 0.0, 'D', 0.0, 0.0, '                    ', 0.0, '         ', '         ', ' ', '      ', 0.0, '    ', ' ', 'N', ' ', '  ', ' ', 'N', '20190605', '20190605', ' ', 0.0, ' ', 0.0, '        ', '      ', 'S', 0.0, 0.0, 0.0, '        ', ' ', ' ', '               ', ' ', '   ', '          ', 'N', '  ', '      ', 'N', '      ', '      ', 0.0, 'N', '2', '                                                                                ', '      ', '  ', '                    ', '               ', '  ', ' ', '   ', '               ', 'M', 'N', '2', '      ', ' ', 'N', '              ', '                                                            ', 0.0, 0.0, '   ', 'N', '                              ', '                                                                                ', '                    ', 0.0, '       ', 0.0, '        ', '   ', '  ', '   ', 0.0, 0.0, '        ', 0.0, 0.0, 0.0, 0.0, 0.0, '1', '1', '2', 0.0, 0.0, '0', '                    ', 0.0, 0.0, '          ', '                                                  ', '                    ', '   ', '                                        ', '         ', 'S', 0.0, 0.0, '      ', 0.0, 0.0, 0.0, 0.0, '   ', '      ', '      ', '               ', '      ', '      ', '      ', '      ', '2', 0.0, 0.0, 0.0, ' ', ' ', 0.0, '    ', '1', ' ', ' ', '   ', '    ', 0.0, 0.0, '2', '        ', '         ', '      ', 0.0, '      ', 0.0, 'P', 0.0, ' ', '             ', '2', ' ', '      ', 0.0, ' ', '  ', '        ', '      ', None, '3', '0', '          ', '         ', 0.0, 0.0, ' ', '        ', 0.0, '  ', '        ', 0.0, ' ', '  ', ' ', 0.0, 0.0, ' ', ' 0#  0@  00‡ 00l ', '                 ', '        ', '           ', '  ', 0.0, '                         ', 0.0, 0.0, '2', '2', '2', '         ', 0.0, 0.0, '2', 0.0, '          ', '               ', ' ', 'N', '               ', ' ', 0.0, '              ', '      ', '          ', 0.0, 0.0, 0.0, ' ', 0.0, ' ', 0.0, ' ', 0.0, ' ', 0.0, ' ', ' ', '        ', '                                ', ' ', ' ', ' ', ' ', ' ', ' ', '               ', '                                                            ', '              ', '                    ', 0.0, ' ', '  ', 0.0, 'S', '      ', ' ', '                    ', '  ', '2', '      ', 0.0, ' ', 0.0, ' ', 60, 0, '1', 0.0, '               ', 0.0, '  ', 0.0, 0.0, '       ', '   ', '    ', ' ', '   ', '   ')"
60,"('  ', 'TESTE000000112B', 'PLACA MÃE                     ', 'MP', '                           ', 'PC', '01', '0008', 0.0, 0.0, '          ', '  ', '   ', '   ', 0.0, '         ', '001', '   ', 0.0, 0.0, ' ', '                    ', '  ', 0.0, 'M', '               ', 0.0, 0.0, 0.0, 0.0, '        ', 0.0, '1', '        ', 0.0, 0.0, '   ', '   ', 0.0, 'D', 0.0, 0.0, '                    ', 0.0, '         ', '         ', ' ', '      ', 0.0, '    ', ' ', 'N', ' ', '  ', ' ', 'N', '20190605', '20190605', ' ', 0.0, ' ', 0.0, '        ', '      ', 'S', 0.0, 0.0, 0.0, '        ', ' ', ' ', '               ', ' ', '   ', '          ', 'N', '  ', '      ', 'N', '      ', '      ', 0.0, 'N', '2', '                                                                                ', '      ', '  ', '                    ', '               ', '  ', ' ', '   ', '               ', 'M', 'N', '2', '      ', ' ', 'N', '              ', '                                                            ', 0.0, 0.0, '   ', 'N', '                              ', '                                                                                ', '                    ', 0.0, '       ', 0.0, '        ', '   ', '  ', '   ', 0.0, 0.0, '        ', 0.0, 0.0, 0.0, 0.0, 0.0, '1', '1', '2', 0.0, 0.0, '0', '                    ', 0.0, 0.0, '          ', '                                                  ', '                    ', '   ', '                                        ', '         ', 'S', 0.0, 0.0, '      ', 0.0, 0.0, 0.0, 0.0, '   ', '      ', '      ', '               ', '      ', '      ', '      ', '      ', '2', 0.0, 0.0, 0.0, ' ', ' ', 0.0, '    ', '1', ' ', ' ', '   ', '    ', 0.0, 0.0, '2', '        ', '         ', '      ', 0.0, '      ', 0.0, 'C', 0.0, ' ', '             ', '2', ' ', '      ', 0.0, ' ', '  ', '        ', '      ', None, '3', '0', '          ', '         ', 0.0, 0.0, ' ', '        ', 0.0, '  ', '        ', 0.0, ' ', '  ', ' ', 0.0, 0.0, ' ', ' 0#  0@  00‡ 00l ', ' 0#  0@  00‡ 00l ', '        ', '           ', '  ', 0.0, '                         ', 0.0, 0.0, '2', '2', '2', '         ', 0.0, 0.0, '2', 0.0, '          ', '               ', ' ', 'N', '               ', ' ', 0.0, '              ', '      ', '          ', 0.0, 0.0, 0.0, ' ', 0.0, ' ', 0.0, ' ', 0.0, ' ', 0.0, ' ', ' ', '        ', '                                ', ' ', ' ', ' ', ' ', ' ', ' ', '               ', '                                                            ', '              ', '                    ', 0.0, ' ', '  ', 0.0, 'S', '      ', ' ', '                    ', '  ', '2', '      ', 0.0, ' ', 0.0, ' ', 61, 0, '1', 0.0, '               ', 0.0, '  ', 0.0, 0.0, '       ', '   ', '    ', ' ', '   ', '   ')"
61,"('  ', 'TESTE000000112C', 'MEMORIA RAM  4 GB             ', 'MP', '                           ', 'PC', '01', '0008', 0.0, 0.0, '          ', '  ', '   ', '   ', 0.0, '         ', '001', '   ', 0.0, 0.0, ' ', '                    ', '  ', 0.0, 'M', '               ', 0.0, 0.0, 0.0, 0.0, '        ', 0.0, '1', '        ', 0.0, 0.0, '   ', '   ', 0.0, 'D', 0.0, 0.0, '                    ', 0.0, '         ', '         ', ' ', '      ', 0.0, '    ', ' ', 'N', ' ', '  ', ' ', 'N', '20190605', '20190605', ' ', 0.0, ' ', 0.0, '        ', '      ', 'S', 0.0, 0.0, 0.0, '        ', ' ', ' ', '               ', ' ', '   ', '          ', 'N', '  ', '      ', 'N', '      ', '      ', 0.0, 'N', '2', '                                                                                ', '      ', '  ', '                    ', '               ', '  ', ' ', '   ', '               ', 'M', 'N', '2', '      ', ' ', 'N', '              ', '                                                            ', 0.0, 0.0, '   ', 'N', '                              ', '                                                                                ', '                    ', 0.0, '       ', 0.0, '        ', '   ', '  ', '   ', 0.0, 0.0, '        ', 0.0, 0.0, 0.0, 0.0, 0.0, '1', '1', '2', 0.0, 0.0, '0', '                    ', 0.0, 0.0, '          ', '                                                  ', '                    ', '   ', '                                        ', '         ', 'S', 0.0, 0.0, '      ', 0.0, 0.0, 0.0, 0.0, '   ', '      ', '      ', '               ', '      ', '      ', '      ', '      ', '2', 0.0, 0.0, 0.0, ' ', ' ', 0.0, '    ', '1', ' ', ' ', '   ', '    ', 0.0, 0.0, '2', '        ', '         ', '      ', 0.0, '      ', 0.0, 'C', 0.0, ' ', '             ', '2', ' ', '      ', 0.0, ' ', '  ', '        ', '      ', None, '3', '0', '          ', '         ', 0.0, 0.0, ' ', '        ', 0.0, '  ', '        ', 0.0, ' ', '  ', ' ', 0.0, 0.0, ' ', ' 0#  0@  00‡ 00l ', ' 0#  0@  00‡ 00l ', '        ', '           ', '  ', 0.0, '                         ', 0.0, 0.0, '2', '2', '2', '         ', 0.0, 0.0, '2', 0.0, '          ', '               ', ' ', 'N', '               ', ' ', 0.0, '              ', '      ', '          ', 0.0, 0.0, 0.0, ' ', 0.0, ' ', 0.0, ' ', 0.0, ' ', 0.0, ' ', ' ', '        ', '                                ', ' ', ' ', ' ', ' ', ' ', ' ', '               ', '                                                            ', '              ', '                    ', 0.0, ' ', '  ', 0.0, 'S', '      ', ' ', '                    ', '  ', '2', '      ', 0.0, ' ', 0.0, ' ', 62, 0, '1', 0.0, '               ', 0.0, '  ', 0.0, 0.0, '       ', '   ', '    ', ' ', '   ', '   ')"
62,"('  ', 'TESTE000000112D', 'SSD 256 GB                    ', 'MP', '                           ', 'PC', '01', '0008', 0.0, 0.0, '          ', '  ', '   ', '   ', 0.0, '         ', '001', '   ', 0.0, 0.0, ' ', '                    ', '  ', 0.0, 'M', '               ', 0.0, 0.0, 0.0, 0.0, '        ', 0.0, '1', '        ', 0.0, 0.0, '   ', '   ', 0.0, 'D', 0.0, 0.0, '                    ', 0.0, '         ', '         ', ' ', '      ', 0.0, '    ', ' ', 'N', ' ', '  ', ' ', 'N', '20190605', '20190605', ' ', 0.0, ' ', 0.0, '        ', '      ', 'S', 0.0, 0.0, 0.0, '        ', ' ', ' ', '               ', ' ', '   ', '          ', 'N', '  ', '      ', 'N', '      ', '      ', 0.0, 'N', '2', '                                                                                ', '      ', '  ', '                    ', '               ', '  ', ' ', '   ', '               ', 'M', 'N', '2', '      ', ' ', 'N', '              ', '                                                            ', 0.0, 0.0, '   ', 'N', '                              ', '                                                                                ', '                    ', 0.0, '       ', 0.0, '        ', '   ', '  ', '   ', 0.0, 0.0, '        ', 0.0, 0.0, 0.0, 0.0, 0.0, '1', '1', '2', 0.0, 0.0, '0', '                    ', 0.0, 0.0, '          ', '                                                  ', '                    ', '   ', '                                        ', '         ', 'S', 0.0, 0.0, '      ', 0.0, 0.0, 0.0, 0.0, '   ', '      ', '      ', '               ', '      ', '      ', '      ', '      ', '2', 0.0, 0.0, 0.0, ' ', ' ', 0.0, '    ', '1', ' ', ' ', '   ', '    ', 0.0, 0.0, '2', '        ', '         ', '      ', 0.0, '      ', 0.0, 'C', 0.0, ' ', '             ', '2', ' ', '      ', 0.0, ' ', '  ', '        ', '      ', None, '3', '0', '          ', '         ', 0.0, 0.0, ' ', '        ', 0.0, '  ', '        ', 0.0, ' ', '  ', ' ', 0.0, 0.0, ' ', ' 0#  0@  00‡ 00l ', ' 0#  0@  00‡ 00l ', '        ', '           ', '  ', 0.0, '                         ', 0.0, 0.0, '2', '2', '2', '         ', 0.0, 0.0, '2', 0.0, '          ', '               ', ' ', 'N', '               ', ' ', 0.0, '              ', '      ', '          ', 0.0, 0.0, 0.0, ' ', 0.0, ' ', 0.0, ' ', 0.0, ' ', 0.0, ' ', ' ', '        ', '                                ', ' ', ' ', ' ', ' ', ' ', ' ', '               ', '                                                            ', '              ', '                    ', 0.0, ' ', '  ', 0.0, 'S', '      ', ' ', '                    ', '  ', '2', '      ', 0.0, ' ', 0.0, ' ', 63, 0, '1', 0.0, '               ', 0.0, '  ', 0.0, 0.0, '       ', '   ', '    ', ' ', '   ', '   ')"
63,"('  ', 'TESTE000000112E', 'PROCESSADOR INTEL I7          ', 'MP', '                           ', 'PC', '01', '0008', 0.0, 0.0, '          ', '  ', '   ', '   ', 0.0, '         ', '001', '   ', 0.0, 0.0, ' ', '                    ', '  ', 0.0, 'M', '               ', 0.0, 0.0, 0.0, 0.0, '        ', 0.0, '1', '        ', 0.0, 0.0, '   ', '   ', 0.0, 'D', 0.0, 0.0, '                    ', 0.0, '         ', '         ', ' ', '      ', 0.0, '    ', ' ', 'N', ' ', '  ', ' ', 'N', '20190605', '20190605', ' ', 0.0, ' ', 0.0, '        ', '      ', 'S', 0.0, 0.0, 0.0, '        ', ' ', ' ', '               ', ' ', '   ', '          ', 'N', '  ', '      ', 'N', '      ', '      ', 0.0, 'N', '2', '                                                                                ', '      ', '  ', '                    ', '               ', '  ', ' ', '   ', '               ', 'M', 'N', '2', '      ', ' ', 'N', '              ', '                                                            ', 0.0, 0.0, '   ', 'N', '                              ', '                                                                                ', '                    ', 0.0, '       ', 0.0, '        ', '   ', '  ', '   ', 0.0, 0.0, '        ', 0.0, 0.0, 0.0, 0.0, 0.0, '1', '1', '2', 0.0, 0.0, '0', '                    ', 0.0, 0.0, '          ', '                                                  ', '                    ', '   ', '                                        ', '         ', 'S', 0.0, 0.0, '      ', 0.0, 0.0, 0.0, 0.0, '   ', '      ', '      ', '               ', '      ', '      ', '      ', '      ', '2', 0.0, 0.0, 0.0, ' ', ' ', 0.0, '    ', '1', ' ', ' ', '   ', '    ', 0.0, 0.0, '2', '        ', '         ', '      ', 0.0, '      ', 0.0, 'C', 0.0, ' ', '             ', '2', ' ', '      ', 0.0, ' ', '  ', '        ', '      ', None, '3', '0', '          ', '         ', 0.0, 0.0, ' ', '        ', 0.0, '  ', '        ', 0.0, ' ', '  ', ' ', 0.0, 0.0, ' ', ' 0#  0@  00‡ 00l ', ' 0#  0@  00‡ 00l ', '        ', '           ', '  ', 0.0, '                         ', 0.0, 0.0, '2', '2', '2', '         ', 0.0, 0.0, '2', 0.0, '          ', '               ', ' ', 'N', '               ', ' ', 0.0, '              ', '      ', '          ', 0.0, 0.0, 0.0, ' ', 0.0, ' ', 0.0, ' ', 0.0, ' ', 0.0, ' ', ' ', '        ', '                                ', ' ', ' ', ' ', ' ', ' ', ' ', '               ', '                                                            ', '              ', '                    ', 0.0, ' ', '  ', 0.0, 'S', '      ', ' ', '                    ', '  ', '2', '      ', 0.0, ' ', 0.0, ' ', 64, 0, '1', 0.0, '               ', 0.0, '  ', 0.0, 0.0, '       ', '   ', '    ', ' ', '   ', '   ')"
64,"('  ', 'TESTE000000112F', 'FONTE DE ENERGIA              ', 'OI', '                           ', 'PC', '01', '0008', 0.0, 0.0, '          ', '  ', '   ', '   ', 0.0, '         ', '001', '   ', 0.0, 0.0, ' ', '                    ', '  ', 0.0, 'M', '               ', 0.0, 0.0, 0.0, 0.0, '        ', 0.0, '1', '        ', 0.0, 0.0, '   ', '   ', 0.0, 'D', 0.0, 0.0, '                    ', 0.0, '         ', '         ', ' ', '      ', 0.0, '    ', ' ', 'N', ' ', '  ', ' ', 'N', '20190605', '20190605', ' ', 0.0, ' ', 0.0, '        ', '      ', 'S', 0.0, 0.0, 0.0, '        ', ' ', ' ', '               ', ' ', '   ', '          ', 'N', '  ', '      ', 'N', '      ', '      ', 0.0, 'N', '2', '                                                                                ', '      ', '  ', '                    ', '               ', '  ', ' ', '   ', '               ', 'M', 'N', '2', '      ', ' ', 'N', '              ', '                                                            ', 0.0, 0.0, '   ', 'N', '                              ', '                                                                                ', '                    ', 0.0, '       ', 0.0, '        ', '   ', '  ', '   ', 0.0, 0.0, '        ', 0.0, 0.0, 0.0, 0.0, 0.0, '1', '1', '2', 0.0, 0.0, '0', '                    ', 0.0, 0.0, '          ', '                                                  ', '                    ', '   ', '                                        ', '         ', 'S', 0.0, 0.0, '      ', 0.0, 0.0, 0.0, 0.0, '   ', '      ', '      ', '               ', '      ', '      ', '      ', '      ', '2', 0.0, 0.0, 0.0, ' ', ' ', 0.0, '    ', '1', ' ', ' ', '   ', '    ', 0.0, 0.0, '2', '        ', '         ', '      ', 0.0, '      ', 0.0, 'C', 0.0, ' ', '             ', '2', ' ', '      ', 0.0, ' ', '  ', '        ', '      ', None, '3', '0', '          ', '         ', 0.0, 0.0, ' ', '        ', 0.0, '  ', '        ', 0.0, ' ', '  ', ' ', 0.0, 0.0, ' ', ' 0#  0@  00‡ 00l ', ' 0#  0@  00‡ 00l ', '        ', '           ', '  ', 0.0, '                         ', 0.0, 0.0, '2', '2', '2', '         ', 0.0, 0.0, '2', 0.0, '          ', '               ', ' ', 'N', '               ', ' ', 0.0, '              ', '      ', '          ', 0.0, 0.0, 0.0, ' ', 0.0, ' ', 0.0, ' ', 0.0, ' ', 0.0, ' ', ' ', '        ', '                                ', ' ', ' ', ' ', ' ', ' ', ' ', '               ', '                                                            ', '              ', '                    ', 0.0, ' ', '  ', 0.0, 'S', '      ', ' ', '                    ', '  ', '2', '      ', 0.0, ' ', 0.0, ' ', 65, 0, '1', 0.0, '               ', 0.0, '  ', 0.0, 0.0, '       ', '   ', '    ', ' ', '   ', '   ')"
