,Estudo,Renda,UF,SEXO,COR,Idade,Altura
33031,12,2500,MG,M,PAR,27,1.751508454
33032,12,2000,MG,M,BRA,57,1.818484575
33033,1,1200,MG,M,BRA,46,1.611032551
33034,9,5000,MG,M,BRA,59,1.765496885
33035,9,1800,MG,M,PRE,60,1.610285968
33036,12,2000,MG,M,PAR,45,1.870646469
33037,12,6000,MG,M,PAR,50,1.741398896
33038,5,20,MG,M,BRA,63,1.707814934
33039,12,4000,MG,M,BRA,53,1.715999884
33040,12,1500,MG,F,BRA,44,1.622290512
33041,13,1496,MG,M,PAR,57,1.718495858
33042,12,4500,MG,M,BRA,51,1.654087773
33043,12,4000,MG,M,BRA,50,1.621263051
33044,8,1500,MG,F,PAR,47,0.171617026
33045,1,2500,MG,M,PAR,37,1.752129009
33046,12,1300,MG,M,PAR,40,1.761978522
33047,14,3435,MG,M,PAR,31,1.650821116
33048,1,1200,MG,F,PRE,49,1.649874468
33049,12,3700,MG,M,BRA,49,1.590978986
33050,12,1370,MG,M,BRA,38,1.647408691
33051,5,1400,MG,M,BRA,52,1.673080155
33052,12,2000,MG,M,BRA,40,1.723352148
33053,13,200,MG,F,PRE,50,1.677318452
33054,12,936,MG,F,PAR,33,1.630638175
33055,13,788,MG,F,PAR,44,1.752405775
33056,12,1200,MG,M,PAR,38,0.016667666
33057,12,930,MG,F,BRA,33,1.683930131
33058,13,3950,MG,M,PAR,43,1.767606445
33059,9,500,MG,F,BRA,35,1.785976118
33060,5,1200,MG,M,PAR,31,1.637918209
33061,9,1600,MG,M,BRA,62,1.830752961
33062,12,1700,MG,F,BRA,31,1.644748609
33063,12,5000,MG,M,BRA,56,1.730651854
33064,12,600,MG,F,PAR,58,1.744396363
33065,3,1500,MG,M,PRE,44,0.174157784
33066,9,1500,MG,M,PAR,56,1.728636213
33067,5,788,MG,F,PAR,59,1.734498676
33068,12,2364,MG,F,PAR,63,1.634348155
33069,16,1500,MG,F,BRA,49,1.643620214
33070,12,900,MG,F,BRA,32,1.790280796
33071,12,1000,MG,M,PRE,25,1.772148834
33072,13,860,MG,F,PAR,74,1.711727732
33073,12,1500,MG,M,PRE,29,0.165284915
33074,14,3000,MG,M,BRA,34,1.515613472
33075,16,1422,MG,M,PAR,25,1.664370906
33076,16,1500,MG,F,PAR,26,1.733481354
33077,12,1100,MG,F,PAR,35,1.721378882
33078,5,788,MG,M,BRA,48,1.660104529
33079,9,1675,MG,M,PAR,46,1.676321754
33080,1,788,MG,F,BRA,45,1.758274101
33081,7,788,MG,F,PRE,50,1.763283268
33082,6,0,MG,F,PRE,60,1.649784125
33083,12,1000,MG,F,PAR,37,1.716388396
33084,3,1400,MG,M,PRE,56,1.885611574
33085,4,360,MG,F,PAR,58,1.636155137
33086,3,50,MG,F,PAR,71,1.621117316
33087,1,1000,MG,M,PAR,31,1.682049437
33088,6,1200,MG,M,PAR,46,1.745563829
33089,12,1000,MG,F,PRE,35,1.654130984
33090,12,2500,MG,M,PAR,38,1.793054484
33091,12,1000,MG,M,PAR,33,1.646353188
33092,11,3000,MG,M,BRA,35,1.750007468
33093,9,1200,MG,F,BRA,40,1.655239918
33094,12,2000,MG,F,BRA,48,1.590381062
33095,12,788,MG,F,PAR,46,1.725658444
33096,12,1500,MG,F,BRA,43,1.694928757
33097,9,1200,MG,M,PAR,44,1.769864409
33098,12,1500,MG,M,PAR,41,1.802387227
33099,12,1100,MG,F,PAR,33,1.792387247
33100,7,788,MG,F,PAR,49,1.663544396
33101,9,0,MG,F,PAR,69,1.844817903
33102,12,900,MG,F,PAR,44,1.594979426
33103,12,1800,MG,F,PRE,37,1.687186225
33104,12,2000,MG,M,PAR,34,1.752094236
33105,11,1800,MG,F,PAR,47,1.834039317
33106,1,788,MG,F,PAR,44,1.700572846
33107,12,1400,MG,M,PRE,45,1.761435219
33108,5,788,MG,M,BRA,55,1.828217947
33109,9,2000,MG,M,BRA,46,1.837369583
33110,9,1800,MG,M,BRA,31,1.643681108
33111,5,2000,MG,M,BRA,52,1.715164757
33112,12,1200,MG,M,PRE,33,1.613391771
33113,12,928,MG,M,BRA,27,1.602223756
33114,10,788,MG,M,BRA,52,0.016059575
33115,3,1500,MG,F,BRA,48,1.598448661
33116,12,1836,MG,M,BRA,37,1.601049104
33117,1,2500,MG,M,BRA,76,1.765698649
33118,8,2500,MG,M,PAR,44,0.165575566
33119,12,1500,MG,M,BRA,45,1.620202119
33120,9,700,MG,M,PAR,67,1.769266931
33121,6,800,MG,M,PAR,51,1.790667773
33122,12,1200,MG,M,PAR,29,1.696644623
33123,12,3000,MG,M,BRA,34,1.710948871
33124,5,1500,MG,M,PAR,54,1.709086549
33125,5,1500,MG,M,BRA,49,1.872819053
33126,5,2000,MG,M,BRA,68,1.757116244
33127,16,1500,MG,F,AME,59,1.713208238
33128,13,1000,MG,F,PAR,49,1.812016676
33129,1,600,MG,M,BRA,56,1.561620243
33130,12,3000,MG,M,BRA,42,1.695801634
33131,14,1800,MG,F,BRA,31,1.690035113
33132,7,450,MG,F,BRA,59,1.624754657
33133,16,3000,MG,M,BRA,33,1.619064104
33134,9,2500,MG,M,PAR,57,1.639478532
33135,9,900,MG,M,PAR,48,1.728077428
33136,12,1500,MG,M,BRA,38,0.167787015
33137,12,3200,MG,M,PAR,50,1.715457009
33138,12,1200,MG,M,PAR,51,1.651223556
33139,10,1400,MG,M,PAR,21,1.644487176
33140,5,3000,MG,M,PAR,35,1.604177595
33141,6,1000,MG,M,PAR,54,1.713781833
33142,5,1200,MG,M,PAR,44,1.661848764
33143,10,450,MG,F,PRE,51,1.733088491
33144,9,1200,MG,F,PRE,50,0.172305799
33145,7,1700,MG,F,PAR,38,1.705533704
33146,1,1000,MG,M,PAR,67,1.740136867
33147,9,1200,MG,M,PAR,39,1.743681089
33148,12,1500,MG,M,PAR,32,1.834151236
33149,9,800,MG,F,PAR,45,0.166500377
33150,1,789,MG,M,BRA,53,0.177181085
33151,12,1100,MG,M,PAR,29,1.725149358
33152,10,1100,MG,F,PAR,36,1.691786532
33153,5,1000,MG,M,BRA,65,1.645426679
33154,9,1500,MG,M,PRE,51,1.634635412
33155,12,2500,MG,M,BRA,33,1.894838292
33156,12,1500,MG,F,PAR,42,1.580539914
33157,9,1200,MG,M,PRE,64,1.641480703
33158,9,1020,MG,M,PRE,75,1.701669255
33159,12,1490,MG,M,BRA,36,1.750628746
33160,10,1053,MG,F,PAR,39,1.807528587
33161,6,2200,MG,M,PAR,67,1.769475496
33162,12,2500,MG,M,PAR,36,1.621086471
33163,6,788,MG,M,PRE,54,1.680154707
33164,5,1700,MG,M,PRE,55,0.165573678
33165,1,1325,MG,M,PRE,34,1.698269819
33166,11,3000,MG,M,PRE,37,1.696258509
33167,12,2000,MG,F,PAR,35,1.780802528
33168,5,2000,MG,M,PRE,63,1.738318225
33169,4,960,MG,F,PRE,65,1.641697302
33170,12,1500,MG,M,PAR,43,1.782854067
33171,9,2500,MG,M,PAR,40,1.746756025
33172,6,1200,MG,M,PAR,46,1.724296252
33173,5,1500,MG,M,PAR,50,1.707264358
33174,5,2500,MG,M,PAR,45,1.656176515
33175,6,1200,MG,M,PAR,53,1.726138733
33176,11,1500,MG,M,PAR,33,1.749584784
33177,10,0,MG,M,PAR,51,1.653048542
33178,12,8000,MG,M,PRE,60,1.649400782
33179,15,2300,MG,M,PAR,33,1.693094939
33180,12,2000,MG,F,PAR,31,1.849360141
33181,9,4000,MG,F,BRA,52,1.785048175
33182,12,2500,MG,M,PAR,36,1.706759771
33183,12,2200,MG,M,BRA,31,1.693174045
33184,16,2500,MG,F,PAR,32,1.681676909
33185,9,550,MG,F,PAR,29,1.481258645
33186,5,788,MG,M,PRE,51,1.636255037
33187,9,1500,MG,M,PAR,43,1.738759365
33188,12,3000,MG,M,PRE,34,1.613725309
33189,10,3000,MG,M,PAR,42,1.774662901
33190,12,1500,MG,F,PAR,47,1.659670414
33191,12,2000,MG,M,PAR,39,1.667162259
33192,1,890,MG,M,PAR,42,1.778296503
33193,8,1200,MG,M,PAR,48,1.883141368
33194,3,200,MG,M,PRE,27,1.664631178
33195,10,850,MG,M,PAR,38,1.557769514
33196,9,1600,MG,M,PRE,37,1.838713827
33197,16,8500,MG,M,PAR,43,1.783412022
33198,16,5068,MG,M,PRE,37,1.644904407
33199,11,788,MG,M,PRE,34,1.667555176
33200,12,1100,MG,F,PAR,35,1.828812157
33201,16,2800,MG,F,PAR,33,1.742787167
33202,10,3000,MG,M,PAR,35,1.750188759
33203,12,4000,MG,F,BRA,49,1.660094862
33204,12,1200,MG,F,PAR,32,1.653199475
33205,12,900,MG,F,PAR,42,1.700915454
33206,14,18000,MG,M,PAR,47,1.635678391
33207,12,3900,MG,M,PAR,60,1.743120368
33208,7,400,MG,F,PAR,53,1.755023117
33209,16,6000,MG,M,BRA,48,1.691558459
33210,6,1200,MG,M,BRA,49,1.663905096
33211,9,800,MG,F,PAR,45,0.170592465
33212,16,2400,MG,M,PAR,46,1.737042387
33213,16,5000,MG,M,PAR,36,1.867176175
33214,11,550,MG,F,PAR,25,1.680433252
33215,12,2550,MG,M,PRE,35,1.901482895
33216,12,1750,MG,M,PAR,37,1.720970267
33217,9,1600,MG,M,PRE,41,1.858441844
33218,12,2500,MG,M,PAR,37,1.779826217
33219,13,980,MG,M,PRE,53,1.683019599
33220,5,788,MG,M,PAR,63,1.785301148
33221,7,788,MG,F,PRE,49,1.727155369
33222,6,788,MG,M,PAR,64,0.187617414
33223,12,1500,MG,M,PAR,38,1.628533634
33224,16,4000,MG,M,PAR,59,0.174776481
33225,12,1750,MG,M,BRA,43,1.780616339
33226,12,1400,MG,M,PAR,34,1.792472853
33227,1,850,MG,F,BRA,60,1.750971155
33228,12,1755,MG,M,PAR,28,1.577550114
33229,16,1200,MG,M,BRA,46,1.671147996
33230,12,2000,MG,F,BRA,53,1.709355507
33231,13,788,MG,F,PAR,44,1.731898664
33232,12,1600,MG,M,PRE,20,1.684041185
33233,5,2400,MG,M,PAR,50,1.677865669
33234,1,1100,MG,M,PAR,58,1.747957145
33235,6,1000,MG,M,PAR,53,1.729888231
33236,1,150,MG,F,BRA,69,1.776926314
33237,13,1300,MG,F,BRA,38,1.770132512
33238,7,1500,MG,M,PRE,53,1.847544838
33239,7,1060,MG,M,PAR,43,1.742939765
33240,16,4500,MG,F,PRE,31,1.796402718
33241,12,4500,MG,M,BRA,57,1.764086944
33242,12,2500,MG,M,BRA,34,1.617985457
33243,10,1000,MG,F,PAR,53,1.611545179
33244,12,2000,MG,F,PAR,56,1.647283987
33245,6,1300,MG,M,PAR,46,0.167711752
33246,12,1800,MG,M,BRA,42,1.768610062
33247,16,2500,MG,M,PAR,39,1.761849173
33248,4,1300,MG,M,PAR,57,1.578320881
33249,12,1650,MG,M,BRA,40,1.755762993
33250,13,1300,MG,F,BRA,45,1.836499334
33251,13,3000,MG,M,PAR,53,1.641342973
33252,12,3500,MG,M,BRA,68,1.682713532
33253,12,2000,MG,M,BRA,42,1.671801361
33254,13,1543,MG,F,PAR,30,1.744287013
33255,1,1100,MG,F,PAR,54,1.606018364
33256,12,1200,MG,F,PAR,47,1.731508828
33257,16,2000,MG,M,BRA,59,1.487865469
33258,16,3000,MG,F,BRA,38,0.181277977
33259,15,3600,MG,M,BRA,48,1.772533468
33260,16,10000,MG,M,PAR,32,1.675121733
33261,9,4000,MG,M,BRA,58,0.185897274
33262,12,1300,MG,M,BRA,64,1.642083623
33263,12,3000,MG,F,BRA,46,1.734263783
33264,12,1500,MG,F,PAR,37,1.703998992
33265,1,500,MG,M,PAR,88,1.697085924
33266,12,1500,MG,M,PAR,49,1.774405706
33267,16,6000,MG,M,BRA,73,1.567080432
33268,9,890,MG,M,PAR,34,1.723848745
33269,16,788,MG,F,PAR,35,1.680113913
33270,16,9000,MG,M,BRA,35,1.698476535
33271,12,2500,MG,F,BRA,30,1.722442728
33272,12,1400,MG,F,BRA,52,1.826008969
33273,16,1700,MG,F,PAR,42,1.742637323
33274,8,1250,MG,M,PAR,34,1.744650847
33275,12,900,MG,M,PRE,36,1.759656126
33276,7,490,MG,F,PAR,54,1.747424919
33277,9,1200,MG,F,PAR,28,1.747384363
33278,12,790,MG,F,BRA,39,1.703215978
33279,12,600,MG,F,PAR,32,1.696164862
33280,1,1200,MG,F,PAR,30,1.757711501
33281,9,928,MG,F,BRA,59,1.719863688
33282,12,3000,MG,M,PAR,47,1.652295916
33283,12,1500,MG,M,PAR,53,1.701439359
33284,5,1300,MG,F,PAR,34,1.686528141
33285,5,1200,MG,M,PAR,71,0.175147476
33286,12,1100,MG,M,PRE,25,0.162251249
33287,7,1490,MG,M,PAR,56,1.640743738
33288,17,1620,MG,M,PRE,47,1.618984802
33289,10,2240,MG,M,PAR,39,1.700891038
33290,12,1400,MG,M,PAR,32,1.617423307
33291,14,938,MG,F,PAR,28,1.673861045
33292,12,1220,MG,M,BRA,46,1.617624908
33293,12,1245,MG,F,BRA,50,1.659296989
33294,6,1920,MG,M,PRE,40,0.173375915
33295,4,1200,MG,M,BRA,63,1.660643049
33296,4,1958,MG,M,PAR,44,1.601571086
33297,14,4895,MG,M,BRA,34,1.631731052
33298,6,2000,MG,F,PAR,63,0.166875338
33299,5,1600,MG,M,BRA,54,1.732289153
33300,12,1700,MG,M,PAR,52,1.668949295
33301,10,745,MG,F,PAR,60,1.650468047
33302,16,2403,MG,F,BRA,49,1.564350043
33303,7,1300,MG,M,PRE,34,1.625470989
33304,12,2000,MG,F,PRE,28,1.772096911
33305,12,1000,MG,F,BRA,29,1.770669376
33306,12,3500,MG,M,BRA,35,1.582858497
33307,12,1200,MG,M,PAR,28,0.172324124
33308,12,830,MG,F,PRE,36,1.669209739
33309,12,1400,MG,M,PAR,28,1.665162061
33310,9,1500,MG,M,PAR,51,1.655285555
33311,5,1100,MG,M,PAR,36,1.672365168
33312,8,950,MG,F,BRA,27,1.733038213
33313,12,1800,MG,M,PAR,37,1.656436878
33314,16,3000,MG,M,BRA,26,1.726294341
33315,10,1500,MG,M,PAR,31,1.826454692
33316,12,1500,MG,F,BRA,49,1.730248638
33317,3,1100,MG,M,PRE,54,1.652713909
33318,12,2400,MG,M,BRA,55,1.544203784
33319,5,1600,MG,M,BRA,49,1.680865245
33320,16,1300,MG,M,BRA,46,0.017637703
33321,7,1000,MG,M,PRE,45,1.845137681
33322,14,2100,MG,M,PAR,33,1.720349159
33323,12,1500,MG,M,PAR,51,1.768946594
33324,14,900,MG,F,PRE,23,1.698485154
33325,4,1200,MG,M,PAR,78,1.656798193
33326,12,2000,MG,M,PRE,23,1.745850143
33327,12,1800,MG,F,BRA,50,1.578689654
33328,12,1100,MG,F,BRA,63,1.789697125
33329,12,1500,MG,M,PAR,37,1.765334804
33330,16,2500,MG,M,PRE,36,1.697264811
33331,12,1900,MG,F,PAR,50,1.650586863
33332,16,430,MG,M,PRE,41,1.702076784
33333,16,6700,MG,M,PAR,43,1.629143605
33334,12,2000,MG,M,BRA,60,1.627542275
33335,5,1500,MG,M,BRA,56,1.776677579
33336,12,5000,MG,M,BRA,44,1.725676658
33337,16,3000,MG,M,BRA,42,1.795294007
33338,12,2700,MG,M,BRA,57,1.637479118
33339,5,800,MG,F,PRE,60,1.742113042
33340,16,11000,MG,M,PAR,60,1.710566144
33341,16,4200,MG,M,BRA,45,1.788994945
33342,12,2500,MG,M,BRA,36,1.677047198
33343,7,1000,MG,M,PAR,46,1.886117534
33344,10,2000,MG,M,PAR,33,1.736559382
33345,9,5500,MG,M,PAR,49,1.816731287
33346,11,2500,MG,M,BRA,41,1.820100424
33347,16,3000,MG,M,PRE,50,1.773338007
33348,5,0,MG,M,PAR,55,1.624115517
33349,5,1450,MG,F,BRA,52,1.695829163
33350,16,1800,MG,F,BRA,27,0.017003492
33351,12,1200,MG,M,BRA,29,1.645298718
33352,9,5000,MG,M,PAR,51,1.551761153
33353,10,1082,MG,F,PAR,31,1.747914737
33354,12,1600,MG,M,PAR,35,1.692343929
33355,12,3500,MG,F,BRA,61,1.808808273
33356,12,1800,MG,M,BRA,53,1.601073618
33357,12,5000,MG,M,PAR,62,1.525680964
33358,6,3000,MG,M,PAR,44,1.691014617
33359,12,4000,MG,F,PAR,29,1.645590922
33360,1,2500,MG,M,PAR,47,1.693430086
33361,12,1200,MG,M,PRE,37,1.680843841
33362,9,2100,MG,M,PRE,42,1.648565502
33363,12,1000,MG,M,PRE,36,1.743571767
33364,12,1576,MG,M,PAR,25,1.692126614
33365,8,3000,MG,M,BRA,59,0.168903348
33366,14,6000,MG,F,PAR,56,1.772652996
33367,16,3940,MG,M,PRE,47,1.780607081
33368,12,1100,MG,F,BRA,60,1.709204645
33369,9,1000,MG,F,BRA,46,0.176053764
33370,16,4000,MG,M,PAR,26,1.764323404
33371,14,5300,MG,M,PAR,33,1.612583962
33372,16,7000,MG,M,BRA,56,0.170539795
33373,12,3000,MG,M,BRA,72,1.752691364
33374,5,800,MG,M,PAR,38,1.706230319
33375,12,6300,MG,M,BRA,44,1.731090573
33376,12,1000,MG,M,PAR,33,1.700298202
33377,12,1300,MG,M,BRA,43,1.548832788
33378,16,7000,MG,M,PAR,44,1.509963609
33379,10,1870,MG,M,BRA,37,1.678906546
33380,13,3000,MG,M,BRA,37,1.678285325
33381,9,1000,MG,M,BRA,38,1.755776239
33382,12,3000,MG,M,BRA,41,1.832629308
33383,2,1500,MG,M,PAR,48,1.774867886
33384,9,788,MG,M,PAR,41,1.660335861
33385,12,788,MG,F,PAR,58,1.694073051
33386,13,900,MG,M,BRA,44,1.677849304
33387,12,1100,MG,M,PAR,32,1.569689442
33388,9,5000,MG,M,PAR,50,1.657142587
33389,12,2500,MG,F,PAR,60,1.756697342
33390,1,1970,MG,M,PAR,37,1.751489125
33391,16,3000,MG,F,BRA,41,1.808429616
33392,16,1200,MG,M,PAR,40,1.691635585
33393,13,400,MG,M,PAR,44,1.772720993
33394,9,1200,MG,M,PRE,48,1.773590034
33395,12,2700,MG,F,PAR,30,1.682622667
33396,16,1210,MG,F,PAR,37,1.740436094
33397,1,800,MG,M,PRE,41,1.729597758
33398,1,500,MG,F,PAR,50,1.805705931
33399,1,600,MG,M,PAR,53,0.169315994
33400,1,720,MG,F,PRE,57,1.705479476
33401,1,500,MG,F,PRE,39,1.850116548
33402,12,834,MG,M,PRE,28,1.699121931
33403,1,1650,MG,M,PAR,27,1.612033274
33404,1,1500,MG,M,PRE,38,1.768457936
33405,12,1000,MG,F,PAR,49,1.635859978
33406,1,1100,MG,F,PAR,49,1.712411204
33407,1,1032,MG,F,PAR,53,1.825096085
33408,1,1000,MG,M,PRE,32,0.180005525
33409,12,788,MG,F,BRA,37,1.670153298
33410,1,1200,MG,M,PRE,50,1.703852019
33411,9,1200,MG,M,PAR,30,1.742022145
33412,1,140,MG,F,PAR,56,1.778872892
33413,1,600,MG,F,PAR,70,1.683483119
33414,1,1000,MG,M,PAR,43,1.674578118
33415,1,300,MG,F,PAR,60,1.701428327
33416,1,1300,MG,M,PRE,69,1.574015271
33417,1,960,MG,F,BRA,45,1.724916393
33418,1,1680,MG,M,PAR,29,1.745118926
33419,5,1300,MG,F,BRA,53,1.720873901
33420,7,860,MG,F,PAR,56,1.782348326
33421,5,650,MG,F,BRA,52,1.618638813
33422,12,788,MG,F,PAR,37,1.820043268
33423,10,2000,MG,M,PAR,34,1.521495186
33424,12,2000,MG,M,PRE,38,1.634860586
33425,12,1300,MG,M,PAR,48,1.691796251
33426,5,1200,MG,F,BRA,53,1.668548678
33427,11,980,MG,M,PAR,23,1.690911616
33428,5,900,MG,M,PAR,52,1.670953788
33429,17,1400,MG,M,PAR,39,1.593021949
33430,1,1200,MG,F,BRA,38,1.683923795
33431,1,788,MG,M,BRA,46,1.730622867
33432,9,1000,MG,M,PAR,31,1.666480667
33433,1,788,MG,F,PRE,41,1.711490139
33434,1,1200,MG,M,PAR,48,1.730659778
33435,4,788,MG,F,PAR,44,1.617565677
33436,12,2000,MG,M,PAR,30,1.665338863
33437,12,4098,MG,M,PAR,45,0.162741861
33438,1,1000,MG,M,PAR,36,1.712495822
33439,1,1200,MG,M,PAR,36,1.861325513
33440,13,1200,MG,M,BRA,63,1.727494709
33441,12,1000,MG,F,PAR,44,1.614129639
33442,5,4000,MG,M,BRA,78,1.768914651
33443,16,5000,MG,M,BRA,32,1.707323504
33444,12,3500,MG,M,PAR,32,1.589036922
33445,12,2000,MG,F,BRA,48,1.594030995
33446,5,200,MG,F,PAR,58,1.706719896
33447,12,900,MG,F,BRA,31,1.703729643
33448,6,788,MG,M,BRA,64,1.691169672
33449,12,1500,MG,F,BRA,25,1.734522421
33450,6,1200,MG,F,PRE,55,0.145231683
33451,5,900,MG,M,PAR,58,0.017273956
33452,12,1300,MG,M,PRE,39,1.623857408
33453,6,788,MG,F,BRA,46,0.015693334
33454,12,2500,MG,M,PAR,28,1.688648587
33455,4,1238,MG,F,PAR,57,1.699329506
33456,10,900,MG,M,PAR,64,1.537850437
33457,10,1200,MG,M,PAR,24,1.773541102
33458,7,788,MG,M,PAR,42,0.166575766
33459,9,788,MG,M,PRE,56,1.762706939
33460,9,1250,MG,F,PRE,44,1.695703533
33461,13,2000,MG,M,PAR,40,1.617784178
33462,12,1000,MG,M,BRA,29,1.829404977
33463,13,2500,MG,M,BRA,48,1.757907548
33464,12,1800,MG,M,PAR,36,0.174278066
33465,12,1200,MG,M,PAR,43,1.552142535
33466,12,2450,MG,M,BRA,34,1.613906716
33467,16,2000,MG,F,BRA,47,1.770738381
33468,9,1200,MG,F,PAR,64,0.170628523
33469,12,1800,MG,M,PRE,47,1.687590933
33470,14,3200,MG,M,BRA,32,1.512699375
33471,9,788,MG,F,PAR,64,1.696458259
33472,8,1000,MG,F,PAR,55,1.720702116
33473,9,2000,MG,M,BRA,64,1.727349064
33474,12,1000,MG,F,PAR,23,1.721763633
33475,8,856,MG,F,PAR,58,1.880622641
33476,14,900,MG,M,PAR,29,1.669806542
33477,12,950,MG,F,PAR,34,1.641103798
33478,10,900,MG,M,BRA,22,1.623488962
33479,12,1100,MG,M,PAR,31,1.622248329
33480,9,1700,MG,M,PRE,50,1.728363715
33481,11,1400,MG,M,PRE,43,1.561097813
33482,9,1800,MG,M,PAR,53,1.892343182
33483,5,1200,MG,M,PRE,52,1.645305258
33484,12,2200,MG,M,PAR,37,1.576023906
33485,12,1000,MG,M,PAR,21,1.683816939
33486,4,500,MG,M,PAR,77,1.808220744
33487,3,0,MG,M,BRA,82,1.717181887
33488,5,400,MG,M,PRE,47,1.658751834
33489,5,900,MG,M,BRA,36,1.603163986
33490,4,700,MG,M,BRA,49,1.725214731
33491,8,500,MG,M,BRA,23,1.621755752
33492,5,120,MG,F,BRA,54,0.187396193
33493,5,700,MG,M,PAR,52,1.664080674
33494,5,900,MG,M,PAR,59,1.667120759
33495,4,300,MG,M,PAR,66,1.672618969
33496,12,800,MG,F,BRA,33,1.617207301
33497,12,2500,MG,M,BRA,54,1.718344944
33498,6,3000,MG,M,BRA,72,1.700389923
33499,14,1500,MG,M,BRA,31,0.183321699
33500,11,8000,MG,M,PAR,60,0.163337714
33501,15,5000,MG,M,BRA,40,0.155022396
33502,12,3450,MG,M,BRA,53,1.785845426
33503,16,8000,MG,M,PAR,33,1.779281488
33504,10,788,MG,M,PRE,32,1.746693815
33505,8,3200,MG,M,PAR,49,1.659008303
33506,12,2800,MG,M,PAR,52,1.552548291
33507,12,1600,MG,M,PRE,47,1.548627623
33508,11,2000,MG,M,BRA,25,1.789790792
33509,5,0,MG,F,BRA,58,1.681438572
33510,1,460,MG,F,PAR,27,1.662929656
33511,5,500,MG,M,BRA,67,1.622354692
33512,16,3000,MG,F,PAR,37,1.710241762
33513,12,2300,MG,M,BRA,39,1.724128391
33514,12,1500,MG,M,PAR,33,1.716279502
33515,9,1200,MG,F,PRE,49,1.615700177
33516,6,2200,MG,M,BRA,46,1.621088894
33517,9,500,MG,M,PAR,34,1.685347909
33518,5,500,MG,F,PAR,63,1.650834785
33519,16,1918,MG,F,PAR,50,1.695025453
33520,8,1340,MG,M,PAR,44,1.692265902
33521,12,986,MG,F,PRE,29,1.814728447
33522,16,10000,MG,M,PAR,53,1.606286408
33523,9,2000,MG,M,BRA,45,1.672094111
33524,12,2200,MG,F,PAR,47,1.700051353
33525,5,2000,MG,M,PAR,61,1.747925397
33526,12,1900,MG,M,PAR,32,1.539238073
33527,9,1400,MG,M,PRE,46,1.689379149
33528,12,2500,MG,M,BRA,52,1.603539828
33529,3,1200,MG,M,BRA,61,1.749648482
33530,16,4000,MG,M,BRA,26,1.830520609
33531,5,400,MG,F,PAR,60,1.728783644
33532,6,500,MG,F,BRA,56,1.739019758
33533,12,5000,MG,M,PAR,42,1.702286886
33534,16,4000,MG,F,PAR,36,1.691855174
33535,12,1200,MG,M,PAR,38,1.543046484
33536,12,3000,MG,M,PAR,57,1.768751281
33537,16,1300,MG,F,PRE,58,0.171745633
33538,15,3500,MG,M,PAR,49,1.732552429
33539,7,1000,MG,M,PAR,45,0.180986105
33540,12,2200,MG,M,BRA,36,1.669647956
33541,14,2400,MG,F,PAR,39,1.737778706
33542,12,2500,MG,M,BRA,35,0.160506473
33543,8,910,MG,F,BRA,53,1.763030246
33544,6,1700,MG,M,BRA,47,1.690518813
33545,12,900,MG,M,PAR,61,1.729292932
33546,12,788,MG,F,BRA,53,1.747911655
33547,5,1100,MG,M,PAR,50,1.604149089
33548,1,868,MG,M,BRA,60,1.720003903
33549,9,1000,MG,M,BRA,34,1.851347171
33550,9,1300,MG,M,PAR,31,1.665976907
33551,12,2500,MG,M,PRE,37,0.163101045
33552,5,1800,MG,M,BRA,64,0.017485222
33553,14,2000,MG,M,PAR,26,1.696036564
33554,9,2800,MG,M,BRA,44,1.698881633
33555,5,1200,MG,M,PAR,56,1.746473285
33556,12,1350,MG,M,PAR,36,1.892993271
33557,9,1700,MG,M,PAR,39,1.734698335
33558,12,2500,MG,M,PAR,42,1.714468322
33559,12,788,MG,F,PAR,39,0.016805384
33560,12,3200,MG,M,PAR,31,1.646370876
33561,12,1100,MG,F,PRE,36,1.613603561
33562,12,5000,MG,M,PAR,49,1.742117617
33563,15,1550,MG,M,PAR,41,1.792902476
33564,5,600,MG,M,PAR,54,1.679518904
33565,5,1000,MG,M,PAR,35,1.717444012
33566,16,3000,MG,M,BRA,44,0.157938033
33567,16,0,MG,F,BRA,55,1.860314418
33568,5,800,MG,F,PAR,52,0.161667046
33569,9,1000,MG,M,BRA,20,1.582166469
33570,5,1500,MG,M,PAR,63,1.729077828
33571,15,1200,MG,F,BRA,46,1.803686229
33572,16,1500,MG,F,PRE,49,0.158077562
33573,12,2500,MG,M,PAR,29,1.721514693
33574,9,950,MG,F,PAR,51,1.738194211
33575,13,1760,MG,M,PAR,25,1.733757549
33576,12,8000,MG,M,PAR,37,1.619521886
33577,12,2300,MG,M,PAR,31,0.177897772
33578,1,450,MG,F,PRE,61,1.730363212
33579,10,1500,MG,M,PAR,48,1.713065119
33580,9,800,MG,M,PAR,36,1.634046115
33581,8,2500,MG,M,PAR,53,1.752255749
33582,4,788,MG,F,BRA,56,1.666177903
33583,12,1200,MG,M,PAR,27,1.660660821
33584,12,1700,MG,M,BRA,34,1.548493085
33585,5,1200,MG,F,PRE,37,1.525702919
33586,12,2000,MG,M,PAR,43,1.686686033
33587,12,1200,MG,M,PAR,32,1.710524301
33588,12,0,MG,M,BRA,45,1.599868669
33589,12,2000,MG,M,PRE,31,1.692383214
33590,12,1000,MG,F,PAR,26,1.653486635
33591,7,2000,MG,M,PAR,50,1.837453349
33592,12,890,MG,F,BRA,38,1.768200871
33593,12,2100,MG,M,PAR,34,1.789347436
33594,5,900,MG,M,PAR,42,1.655932573
